,tweetid,Label
118,1077179686189481984,20
119,922748266655113217,20
120,921211709330661376,"3,8,9"
121,1075192179457286144,20
122,1086964209542402049,20
123,1119605663976439809,20
124,1097646459049062401,20
125,1025620655973122049,20
126,1081355386093895680,20
127,1071403726143778817,20
128,1097646394767114240,20
129,1099677386436562945,20
130,1086605524068691968,20
131,1145902386734493696,20
132,1074880988965068800,20
133,1092963002431623168,20
134,1101847800789164033,20
135,922688925877063680,20
136,821191641008635904,20
137,1087330338999681025,20
138,1068867425637228545,20
139,1076096495642763264,20
140,983518164456648710,20
141,922696070773305344,20
142,958913263403610112,"3,8,7,9"
143,1080444952470011904,20
144,923114347739561985,20
145,928106539944099840,20
146,1053702791166779392,20
147,1025917491690663938,20
148,922672207242735617,20
149,1026640945284964352,20
150,1146600287018205184,20
151,1107794430709264384,20
152,927354773711478784,20
153,1122892257768554497,20
154,1067214852697972736,20
155,1112869716383563776,20
156,1073918189594128384,20
157,1019789269999611905,20
158,1112869614034182144,20
159,1068878725624811520,20
160,1071049313218936833,20
161,1077538277715005446,20
162,1001028881137131521,20
163,1067214987045724160,20
164,974111659252858880,21
165,1122892457203490816,20
166,1120556626283573249,19
167,1025620693331804161,20
168,922990477879549954,20
169,1100743849448624128,20
170,1061808477255823362,20
171,1122674400304566272,20
172,1102551241010249728,20
173,1116492601283112960,20
174,1078625429538435072,20
175,1004180059106623488,20
176,922672841425686529,20
177,1024841629599854592,20
178,1079357762935640065,20
179,1075733916093431808,20
180,1082815187407724544,19
181,1045926286206459904,20
182,978115349932490752,"3,8"
183,927355052691374081,20
184,1112869801880219648,20
185,1084979168566071297,"3,8,9"
186,1092029858312478723,"3,8,9,10"
187,1088772325095305218,20
188,1072857530731257856,20
189,1146770218074529794,"3,8,9,17"
190,1111419825983676426,20
191,1085510860922064896,20
192,1083900619432255488,19
193,1020499148276027392,20
194,928118865615249408,20
195,1077900662719971328,20
196,820240609147490304,20
197,921211771527970816,"3,9,18"
198,921211678615670784,"3,8,9,10,18"
199,983889872774574080,20
200,807909377961291776,20
201,927368791843004416,20
202,927370479349907457,20
203,1096197222201323521,20
204,1081528331705769984,20
205,1033895838496378880,20
206,1078266983962021888,20
207,1085518381057564676,20
208,1079909763570315264,20
209,1066199072606838784,20
210,1083344059156975617,20
211,1079557679423545344,20
212,923116941950066688,20
213,928110609723310080,20
214,998940569920389120,20
215,1069603507827695617,20
216,992932601575821312,20
217,1098734121914757120,20
218,1081162166370213888,20
219,807224259999399937,20
220,1087167787028471808,20
221,1021663394770743296,20
222,1027401022988120064,20
223,1101108340078260224,20
224,971326220083384320,20
225,1101108526594777088,20
226,1019408810362802176,20
227,926658186798555142,20
228,921211758978592768,"3,8,9,18"
229,923118979740135425,20
230,1102936246827905024,20
231,1066926505333149696,20
232,927372747767816193,20
233,1067784323321913344,20
234,1146600078880079872,20
235,1003121322891751425,20
236,1097394439486459904,20
237,1084269070021611522,"4,10"
238,922992354050453504,20
239,972120098575147008,20
240,1078094298648784896,"3,8,9,10,17"
241,1098926851685138433,20
242,1073926010335363072,20
243,1083702735852101632,20
244,1071570004087234561,19
245,927002347691171840,20
246,973122364870295557,20
247,1095473903877578754,20
248,1071781741713600514,20
249,923112647196688384,20
250,1115061471216431104,20
251,1073201323934248960,20
252,1075559572390191106,9
253,1076451168941993984,20
254,1067421621470806016,20
255,922672760454725632,20
256,996651398124093440,"7,8,9,10,13"
257,1044220680609230849,20
258,1146984269853495296,"8,9"
259,1006086935004119041,20
260,961427222350319616,"3,4,8,9,10"
261,1097286571219288064,20
262,1078270586722414592,20
263,927008233016852480,20
264,996213720647852032,20
265,1100575848149659649,20
266,1055737848861609986,20
267,976645317079609350,"3,9,18"
268,1105624380699086849,20
269,1050581249415245824,"3,8"
270,1074497909444493313,"3,4"
271,807589075981103104,20
272,831487678214463489,20
273,1000984571607855105,20
274,1015148739453833217,20
275,1021952841265471490,20
276,1077179680111890432,20
277,1084268834222043136,20
278,1073567118837338112,20
279,1098932309728755718,"6,10,9,7"
280,1097694479966920704,"3,8,9"
281,1076458689094189057,20
282,927370065464274944,20
283,830013531948998656,20
284,1097646324999057408,20
285,1070301989194498048,20
286,1069603507475378176,20
287,921211576325062656,"3,8,9"
288,1021591627964411905,"3,8,9"
289,1032086782190313472,20
290,1080632646688899072,20
291,1079908762763182082,20
292,1030976593076711425,20
293,1025917527723978752,20
294,928106416207929345,20
295,843390641124102144,20
296,983523429381844992,20
297,1090221877019066368,20
298,1078995378513629184,20
299,922696404992016386,20
300,1086239444607234048,20
301,996642699301142528,20
302,1042591231648313344,20
303,1036799689889214464,19
304,1072859111191064576,20
305,1059637788180537345,"3,8,9,13,10"
306,1092600405295390720,20
307,1139515251710283778,"3,8,9,5,12,13"
308,1067425376308260864,20
309,1116131244478099456,20
310,831359439475240960,20
311,1066926557992636416,20
312,1026353169259880448,20
313,1115768011569356800,20
314,926658380038471680,20
315,926658145568428032,20
316,927369265551773696,20
317,1046538398142357504,20
318,1091848775365124098,20
319,1078458947906940928,"3,8,9"
320,1083336557979934721,20
321,1039351030280900609,19
322,1108159521803784192,20
323,1105624298553667586,20
324,922691461438611456,20
325,831476385680125952,20
326,922764842934591488,19
327,829671217888100352,20
328,1082974130780155904,20
329,1083536338815578113,20
330,927001818323869698,20
331,853638753830744064,20
332,1036054838381961216,20
333,1023016502595747840,20
334,960789146276020225,"3,8,9,10,18"
335,1093301072376938496,20
336,975903786404204544,"3,8,9"
337,1081886957230280706,20
338,818841003620700160,20
339,1020194636474691584,"3,8,9"
340,1105624450949476352,20
341,1008285059835543552,20
342,1095837245888581632,20
343,1071415469884796936,20
344,829667225967665152,20
345,1093664216886665216,20
346,1098734188759474177,20
347,921211589830643712,"3,8,9,17"
348,922748199139344384,20
349,1017656394525208576,20
350,1066199245210902529,20
351,1089863460148703232,20
352,921211648584462337,"3,8,9"
353,972033780016857088,20
354,1108521444491714561,20
355,1113594962459803648,20
356,1070690693725806599,20
357,832394715643441152,20
358,1020499045461004289,20
359,922992303391653888,20
360,923118235842572288,20
361,1095109215998271488,20
362,1074280578701295616,20
363,927001719241764864,20
364,1138269350777856001,20
365,1083307591311052800,19
366,1083307654053646336,20
367,832141833685831680,20
368,980986365872553984,"3,8,9"
369,1097394733050036225,"3,8,9"
370,831880312753889283,20
371,863752339450200064,20
372,1070509947278909441,"3,8,9,10,18"
373,1045154074587361281,"3,8,9"
374,927371819987845120,20
375,1075013059360501762,20
376,1089504661655166976,20
377,1106346212146331649,20
378,1050659323708231680,20
379,1100021760521465856,20
380,1022357700183654400,20
381,953090674596888577,20
382,927368982444744705,20
383,1098759085132894208,20
384,1089138503798145024,20
385,1103830604573884416,20
386,1025584679666118656,20
387,1092235730959577090,20
388,1069244896052224000,20
389,1081894552418557952,20
390,1067238078593388544,8
391,1060351743433699328,19
392,1139333347249815552,20
393,1075367722899394561,20
394,1084269514718511104,19
395,923117327192698880,20
396,1066198464126566401,20
397,921211783418748928,"3,8,9"
398,1075005590546591744,20
399,1028099703894765569,20
400,921211715701710848,"3,8,9,18"
401,1065527998961446912,"3,8,9,10"
402,1034626842332786688,20
403,1081731281996591109,20
404,926658255648014336,20
405,829624981831217154,20
406,1023016483557793792,20
407,1031716546383466497,20
408,926658537106825216,20
409,982888679298351104,20
410,1088230941145759744,20
411,1027757535581749248,20
412,1113594802010877952,20
413,1087685168612233216,20
414,853103344256266240,20
415,926658235754364928,20
416,967597060848484352,20
417,1089134694774521856,20
418,818423182671708160,20
419,1080271323593490434,"3,8,9"
420,964437042066227200,20
421,1058875522703253505,19
422,1055741441962430464,20
423,961872508185067520,20
424,1084333588634451970,20
425,923119021339242498,20
426,1093664291146743808,20
427,1110696378219397121,20
428,1090950434381025282,20
429,1036473478906400769,"3,8,9"
430,921211616535834624,"3,8,9,10"
431,926658393791635456,20
432,1139004148404277248,20
433,1080631156725272576,"3,8,9"
434,1020499076398211073,"3,8,9"
435,928110546213154816,20
436,972035951127027712,20
437,1059263435983085569,20
438,1090229424128172032,20
439,1097322722973995008,20
440,923119078096584705,20
441,1041587841334075392,20
442,1083698947754020865,20
443,974452975748890624,19
444,928109280921661441,20
445,926658368726491136,20
446,1091515068729061376,20
447,1100744038452322304,20
448,1082088848555892736,"3,8,9,10"
449,1105262319146168321,20
450,821336102523076609,20
451,853260009395949569,20
452,831487676176015360,20
453,1086601796661989376,20
454,1122674228711419904,20
455,1115405291720335365,20
456,1054261653301166080,"3,8,9"
457,1116492405274857472,20
458,921211642641227776,"3,8,9,10"
459,979204218211807233,20
460,1034639449072623616,"3,8,9,18"
461,921211628900642816,"3,8,9,18"
462,1015148439657562112,20
463,1080634205980114945,20
464,1077458312621219844,20
465,1096591575121944577,20
466,1122673905770979329,20
467,1127384509647691778,19
468,1023016536406077440,20
469,921211597078458368,"3,8,9,10,18"
470,986130768920363008,20
471,1002003108300550144,20
472,1017581010521690112,20
473,1042947775749476352,20
474,913355953017204737,"3,8,10"
475,923087382789758976,"3,8,9,10,18"
476,928536577625677824,"3,8,9"
477,928870654459371520,19
478,928190182569811968,"3,9,10,18"
479,919092725663784960,"3,8,10"
480,1110696217237835776,20
481,921211721666068480,"3,8,10"
482,1082472595218296833,20
483,1114014571620995072,19
484,1021953936817762304,20
485,1002744968488730624,20
486,928184712408862720,3
487,1108159114343927808,20
488,1074226310518517761,20
489,961834355420090368,20
490,1012510625379962881,20
491,1003819282512265217,20
492,986485765939937281,20
493,926636363469832192,"3,8,7"
494,928183233178624000,"3,10,9"
495,1098935765554278400,20
496,1108159177132695552,20
497,1080272092279406592,20
498,926658337273397248,20
499,1071664858582503424,20
500,967609405175840768,"3,8"
501,963587134534774784,18
502,1146939527329509377,20
503,977737975667634176,3
504,967945097718374400,"3,8,9,10"
505,991487612228485120,20
506,973457648124243968,20
507,1129194261000249350,"4,7,10"
508,802404836872331264,20
509,1057170653751664640,20
510,984649220203266050,"3,8,9"
511,1134646689183088640,20
512,1014685099294486531,20
513,1005991531889639424,20
514,976644862689796096,"3,8,9"
515,926647419600764930,20
516,1085880850338713601,20
517,927000679599587328,20
518,961066519298887680,19
519,1045588104323653633,20
520,921622981536653313,3
521,923088881532014592,"3,8,9,10"
522,929935821855064064,"3,8,9"
523,929936431866265600,"3,8,9"
524,1085373929592504320,"3,8,9"
525,975202421600264192,19
526,974086292731346944,20
527,1141681611911491585,20
528,1042964555473670144,19
529,1030624850895728641,3
530,922991127837343744,20
531,1074226431364784128,20
532,961065794074390528,"3,7"
533,922641445965541377,"3,9,10"
534,962544409047744513,20
535,1097311667975741440,20
536,994037519372046336,20
537,1071976922169528322,20
538,958563324324696064,20
539,978535003272499200,20
540,1030975983447240704,20
541,1102211798764150784,20
542,1120866944897310720,"3,8,9"
543,1085873273471041538,20
544,1083340322908852224,20
545,1083179499942928384,20
546,1089010387524055041,20
547,925957926883176448,20
548,988250420496687105,20
549,928183808637116416,20
550,974110731485368321,"3,8,9"
551,922738698898173953,19
552,1075205426097127425,"3,8,9"
553,1060802008603484160,20
554,942573091099512832,"3,8,9,10"
555,1035460297916436480,20
556,1035854658126852096,19
557,1070131591546957824,"3,8,9"
558,976272346884423680,"3,8,9,10"
559,1119416608387035136,20
560,990761364346949632,20
561,1025207050261868544,3
562,1069162076562694144,20
563,1081890703582490624,20
564,927368557037359104,20
565,963308994323406849,"3,8,9"
566,971577317112799232,"3,8,9,10"
567,1073407822031839234,"3,8,9"
568,989469789004288000,20
569,1071992885032050688,20
570,926647740280422400,20
571,996651763053678592,20
572,958563638410801152,"3,8,9"
573,958182162074710016,"3,8,9"
574,1071992057424576513,20
575,999186505372352513,20
576,951278023352795137,"3,8,9"
577,1035002117834993665,20
578,1035181086211420160,20
579,1109971945821372417,20
580,971946011126976512,"3,8,9"
581,1059318808379240449,20
582,1017581880055554049,20
583,975917152254410753,20
584,963232233732517894,"3,8"
585,923087298664677376,"3,8,9"
586,922736838875406336,"3,8,9"
587,820653348537962497,20
588,999845170542624769,20
589,1088627479856656384,"3,8,9"
590,991860157297577985,20
591,992591341300342787,"21,20"
592,1035321265756598272,20
593,1030623805360619520,19
594,1038223217347850240,20
595,1147657363626659840,20
596,920837045299187712,4
597,921187350801084417,3
598,921188014016966656,"3,8,9"
599,1130648721941622786,20
600,921327616019148800,20
601,969014753489113088,20
602,1018674498185228294,20
603,1013601608930693120,20
604,973027035802091522,19
605,986517071952429056,20
606,974539681571328000,20
607,980635484815728641,"3,8,9"
608,1143034791949815808,20
609,1046537338669527041,20
610,1075205245163200512,"3,8,9,18"
611,978908657546129409,20
612,1059318985420812288,20
613,963619401026101250,"3,8,9"
614,1066913887696519168,"3,8,9"
615,972015479391834113,20
616,1071275200010891264,20
617,1082249376909746176,20
618,922992054648504320,20
619,1131712179692920832,20
620,1044814604042481664,20
621,1075730153026789376,20
622,983552080940908545,"3,8,9"
623,968676638392164352,"3,8,9"
624,1081025498464092160,20
625,1114014664956846081,20
626,1073406180817424384,"3,8,9"
627,1073405989444034560,"3,8,9"
628,1009246555696611328,20
629,922695968822263808,20
630,973005153778352129,"3,8,9"
631,971238642881581056,"3,8,9"
632,974829423265394688,20
633,1079977065628131328,8
634,1098932358722404353,20
635,1041526457711775744,20
636,1056003720767393792,20
637,988250497474674688,20
638,973477863973244928,20
639,979269173116223488,20
640,971576276421984256,"3,8,9,10"
641,1077462436305719297,"3,8,9"
642,993674040563806208,"3,8,9"
643,1090946668898349057,20
644,959288023341871105,"3,8,9"
645,1069139425429348353,20
646,1000636822488203264,20
647,1065075941716692992,"3,8,9"
648,987250134915231744,19
649,929936611025887233,"3,8"
650,928191357960601600,"3,8,9"
651,928189413187764224,"3,8,9"
652,1019137015319703552,20
653,1053081331540799489,20
654,1015032107616227328,20
655,1085374452131450881,"3,8,9"
656,1100021856231288833,20
657,1083162820542226432,20
658,831759470153891840,20
659,1016613985813008384,20
660,958548527428157440,"3,8,9"
661,1025914864395415552,20
662,994733270397956096,20
663,983159294794354688,20
664,920488468400050177,"3,8,9"
665,976664049738903553,"3,8,9,18"
666,1069160871220400133,20
667,1014048107871399937,20
668,928184872341872640,3
669,922736897016729600,20
670,1098962095444357120,20
671,922696027529912320,20
672,978132731342176256,"3,8,9"
673,983887559829872640,20
674,922736328424308736,"3,8,9"
675,1129910663277699072,20
676,983929476454088704,"3,8"
677,928187347304308736,"3,8,9"
678,1008536019837177857,20
679,923088136820875264,"3,8,9"
680,922358250120536064,"3,8,9"
681,1093664380472852480,20
682,1113230365752057857,20
683,1068878730423140358,20
684,1052709799576489984,20
685,1023765806658674689,"3,8,9"
686,1032433009910140928,20
687,1135079322841014273,20
688,971946722443255808,20
689,992934110376046592,20
690,968856860122955776,20
691,1143695787475361792,20
692,1147315855035756545,19
693,959275588371402752,3
694,1044747771138297856,20
695,926635777714298885,"3,8"
696,928609684205977600,"3,8,9"
697,921396125143199745,"3,8,9"
698,1139016903131709441,"3,7,10"
699,863752330981847040,20
700,1074226451916832768,20
701,967608694652350464,"3,8"
702,1110133272183345153,20
703,980626114543407105,20
704,929945126935207937,20
705,993755153197973504,20
706,1120493289193582592,20
707,1101815243058044928,20
708,1006086444996182016,20
709,1081008289591132160,20
710,979195605611196416,"3,8,9,10,18"
711,963241194938540032,3
712,1073408480067837954,"3,8,9"
713,975183876636098561,"3,8,9"
714,1148778058930724864,"3,8,9,7,4"
715,926650376274681858,20
716,983175041083817984,"3,8,9"
717,980987407762825217,"3,8,9"
718,1133196327490166784,20
719,926647776686981121,20
720,978131928896253952,"3,8,9"
721,979901117948510208,"3,8,9"
722,960787257023021057,"3,6,7"
723,928184028460486656,"3,8,9"
724,928189287400538112,"3,8,9"
725,928856225038528513,"3,8,9"
726,928182816734449666,"3,8,9"
727,928185899392712704,"3,8,9"
728,929945059335684096,"3,8,9"
729,991595722754609157,12
730,1055281945079242753,"3,8,9"
731,1062880570437394432,20
732,1019754246210646017,20
733,1025564620646305793,20
734,986858764438401024,"3,8,9"
735,1143785792390569984,20
736,987873862795673600,"3,8"
737,1001025511525511168,"3,8,18"
738,929997297437388801,20
739,916850260059742208,"3,8,9,10"
740,926658326133276672,20
741,979213606620340224,20
742,1068330279570272256,"3,8,9"
743,1090069735377489920,20
744,974973147588870145,20
745,1024806415225876480,20
746,1036409414188584961,20
747,958931097764601856,"3,8,9"
748,1113230513546747904,20
749,1070679445193809920,20
750,1079712625347354624,20
751,820950060942946305,20
752,974462881684049920,"3,8,9"
753,1069143200336699392,20
754,968862157918978049,20
755,986870872383172608,20
756,1044395273466785792,"3,8,9"
757,981036378065530881,20
758,1134276080825556992,20
759,1073406749476933632,"3,8,9"
760,973386231152168960,20
761,1110346507163582464,20
762,974809881868840960,"3,8,9"
763,974810166607532033,"3,8,9"
764,988300830020259840,20
765,955276058898546688,"3,8,9"
766,999103439916318720,20
767,1093301244096000000,20
768,1023749056856645633,20
769,1002080280738390016,"3,9"
770,1059318723536777216,19
771,969936594009448448,20
772,1013577801096523776,20
773,1134996356236361728,20
774,1109285859000377345,20
775,1068189586453495809,20
776,1028122868263964673,20
777,1075196299207557120,20
778,1076831090831122432,20
779,1104185822239088640,20
780,994055934568628224,20
781,999542188383096833,20
782,921622589138550784,12
783,919841188441612288,"3,8,9"
784,978874019352104960,20
785,1030812670390231042,20
786,995839690635821056,20
787,952044572363771905,"3,8,9"
788,954936079844429826,20
789,925959381870526465,20
790,1069431599899398144,"3,8,9"
791,1067659024189939712,"3,8,9"
792,1091244303706337280,20
793,1143674792836382720,20
794,1057175871981727744,20
795,925247729709621249,20
796,1004910028808073216,20
797,1092085990901002240,"3,8,9"
798,1124828782139850752,20
799,986060135335280641,"3,8"
800,1071567227885768705,20
801,1013085655545491456,20
802,1021364082450968576,20
803,920294635833921537,3
804,1137890546867789824,20
805,1057521683437928448,20
806,1148123696332021760,"3,8,9"
807,1063601445499326465,20
808,1088607072269230080,20
809,1021560898299748355,20
810,987186361097568256,20
811,927007965810323458,20
812,1044495779677622272,20
813,922359890374299648,"19,10"
814,1009613599050887179,19
815,1067219326808162305,20
816,1108521234424160257,20
817,1083193521836683264,8
818,1011433007670939650,20
819,1030815884158222336,20
820,1098929564972068864,20
821,1103970513276170240,20
822,829673256185630720,20
823,800284639520690176,20
824,989691892265730048,"3,8"
825,992781032209334273,20
826,1034961309123588096,20
827,927420555178868737,"3,8,9"
828,928873411346014208,"3,8,9"
829,923085573719330816,"3,8,9"
830,1007789759157043201,20
831,1038945882501246976,20
832,1000575953561534464,20
833,1121580859906244610,20
834,926647137110171648,20
835,1097109550400827395,20
836,955990782355193856,20
837,913733837779230721,"3,8,9"
838,913731797481021440,"3,8,9"
839,1025187657909850113,20
840,1018657556506370048,20
841,1109266806198292480,"3,8,9"
842,1131451012886159360,20
843,1103111295883079680,20
844,920484350352695296,"3,8,9"
845,989029455665524736,20
846,979224373214158848,20
847,1098751154500956160,20
848,1064713784122519557,"3,8,9"
849,1097328734347059206,20
850,1040769133468475392,20
851,942591292084699136,20
852,913314680713572352,"3,8,9"
853,916251728093122560,"3,8,9"
854,1109471353214627841,20
855,1015473103634219011,20
856,928185687500718080,"8,9"
857,928187214525218817,"3,8,9"
858,1059697730379890688,20
859,1050192520980791297,20
860,1034366379095257088,20
861,1025203202172440577,20
862,1005686691560996864,"3,8,9,10"
863,992436884348420099,"3,8,9"
864,946141836967424000,20
865,976869310919512065,"3,8,9"
866,1005852785055633408,"3,8,9"
867,932197454006575104,"3,8,9"
868,940902313324978177,20
869,1009167123602550785,20
870,957587251583569921,"3,8,9"
871,1000477366362165248,"3,8,9"
872,982916656224546818,"3,8,9"
873,952755415774773248,"3,8,9"
874,976069032821469190,20
875,953389591993593856,"3,8,9"
876,1004425883908575232,"3,8,9"
877,1106735943954780160,20
878,1098767768277549056,20
879,1092962881476354048,20
880,921211684965965825,"3,8,9"
881,921211583375618048,"3,8,9"
882,1003121504945487873,20
883,927355285659795457,20
884,971237077529473024,"3,8,9"
885,1013715153185984512,20
886,983518927153065984,20
887,972299485349990400,20
888,1014329387133513728,20
889,1122305547884044293,20
890,1009827080220172288,20
891,1072125138324328454,20
892,1081731892469067776,20
893,1090629441712050176,20
894,922356988381499393,"3,8,9"
895,995833407660675072,20
896,975533340257218560,20
897,957832012475219968,20
898,1111157681438363648,20
899,1001796859004964864,20
900,1111057054360199168,20
901,1124847139471839233,20
902,981072569926410240,20
903,1023714672745172992,20
904,975903260316917760,"3,8,9"
905,923469238550937602,20
906,971939441215287296,"3,8,9"
907,1099134506043244544,20
908,1005993327500521472,19
909,805026430623109120,20
910,1069419056648806400,"3,8,9"
911,1148512214040453120,19
912,926638619342680064,"3,8,9"
913,926635256001675264,20
914,978073448323760128,"3,8,9"
915,1060770365922664450,20
916,959294497501794304,20
917,982425975815266304,20
918,1005980642176262144,20
919,1012157499946905601,20
920,976294356830142464,"3,8"
921,1139348239209996288,20
922,1119605434849955840,20
923,1088815854324772869,20
924,1033147146915131392,20
925,928877029906292736,"3,8,9,10"
926,928190244754563074,"3,8,9"
927,923085387743891456,"3,8,9"
928,915913744118513665,"3,9"
929,1115408325334536192,20
930,1053648951226753024,20
931,1096800872275693569,20
932,1119048317411840000,20
933,1092068518739161089,"3,12"
934,963601102322073601,8
935,1048092495739990016,20
936,1069776281900728320,20
937,1041852887389700097,20
938,1002437750929477632,20
939,991475793791401984,20
940,1079171392870830080,20
941,1026622486652182530,20
942,1081727869707968512,20
943,1005609818344656898,20
944,914157005534773248,9
945,910873833078366208,"8,9"
946,955691082880176129,"3,8,9"
947,1049203665452429312,20
948,1026375608555597824,20
949,978983235236458496,"3,8,9"
950,937452075255980032,"3,8,9"
951,936666902432137216,20
952,982508968718155777,?
953,996785537301164033,20
954,965476737369845761,"3,8,9,16"
955,1009106726979657728,20
956,970821960400748544,20
957,1008940630557450240,20
958,932129507653271552,"3,8"
959,946036141320314880,"3,8"
960,953427340561821696,"3,8,10"
961,957119167991226368,"3,9"
962,1075933047982182401,"3,8"
963,1069771082041708544,"3,8"
964,1009265926808612864,20
965,969468980816523264,3
966,1143306898944323584,20
967,1073756599196385280,20
968,1053285339182157827,20
969,1016524306732363777,"3,8,9"
970,914392747066322945,"3,8,9"
971,1016136820361269248,20
972,1044385010822860803,19
973,1041149012097683456,20
974,1034613109929926656,20
975,1117963386350780416,19
976,922641533781794816,20
977,949410874934026240,"3,8,9"
978,970006585207545856,20
979,943167236897783808,"3,8,9"
980,931608572982472704,"3,8,9"
981,1008517846156972032,20
982,954069072265662464,20
983,951419109446594561,"3,8,9"
984,944571486823636992,20
985,944677185750573057,20
986,930498763000389632,3
987,985793108032897024,20
988,965627730405482498,20
989,938675133870350336,20
990,999088210692075520,20
991,956983271300067328,3
992,981399153803780099,20
993,956303796879020032,20
994,995668177299193856,"3,8,9"
995,1090792349217648641,20
996,1021215148046934018,20
997,920990780428189698,"3,8"
998,1112184045637648384,20
999,1026118264038932480,20
1000,1026150111842197504,"3,8,9"
1001,1054508076013772800,20
1002,1026122251907653634,"3,8,9"
1003,915205491239796736,20
1004,1071649524068696066,20
1005,917383863969619969,20
1006,1072705821346213888,"3,8,9"
1007,917373910533816326,"3,9"
1008,917373469003735040,20
1009,917411104208207877,20
1010,1071649447547887616,20
1011,1085074080401829889,"3,8"
1012,982092117945204738,"3,9"
1013,916097408538263552,20
1014,915744567172882432,8
1015,915744646671634432,8
1016,915205180064358400,"3,8,9"
1017,915205310742069248,20
1018,997763347725467649,20
1019,1071968905562775552,20
1020,1085051996338413569,20
1021,1072690232833728512,20
1022,1072690882527223808,3
1023,917374308057411584,12
1024,922640551484178433,"3,8,9"
1025,917374043103227904,"3,18"
1026,1071969045283360768,20
1027,915765185670914049,20
1028,998129749401653248,"3,8,9"
1029,993274490619482113,"3,8,9"
1030,920687887208742912,"3,8,9"
1031,1107879871147982849,20
1032,1143335621814915073,20
1033,916554444824764416,"3,8,9"
1034,1026273592479178752,20
1035,918676865534935040,"3,8,9"
1036,918699069492445185,9
1037,921695130586718209,"3,8,9"
1038,993260810955776000,"3,8,9"
1039,993280174274707456,"3,8,9"
1040,1025555812989599744,"3,8,9,12"
1041,989749464293298176,"3,8,9"
1042,1059221802193276929,"3,8,9"
1043,1026118985434071040,20
1044,1104909394771361793,8
1045,918699819358498816,9
1046,913296807563714560,"10,11"
1047,1026273793612771328,20
1048,1002002968974110721,9
1049,1011879595212038145,9
1050,1050195955390111744,"8,9"
1051,1026119948186210304,"3,8,9"
1052,1059218519160541184,20
1053,1026146671875379200,"3,8,9"
1054,966154496723185664,3
1055,1093301147031367681,20
1056,1080643312397180928,"3,8,9"
1057,928109143151349760,20
1058,926658430403690496,20
1059,1030813007670960129,20
1060,1041884053140463617,20
1061,1013068348442042369,20
1062,1017207254813032448,20
1063,1009609817944612864,20
1064,975195011309424640,20
1065,1042607289167839237,20
1066,1004546780493635584,20
